order_id,order_date,region,product_category,units_sold,unit_price,discount,sales_amount
299,2024-04-03,North,Electronics,3,829.96,0,2489.88
300,2024-06-23,North,Home,4,816.46,0,3265.84
301,2024-07-20,South,Grocery,6,89.91,10,485.51400000000007
302,2024-12-11,North,Home,4,228.21,0,912.84
303,2024-11-25,East,Grocery,6,157.03,0,942.1800000000001
304,2024-01-29,West,Apparel,8,294.03,15,1999.4039999999998
305,2024-07-28,North,Apparel,5,323.41,0,1617.0500000000002
306,2024-04-15,South,Home,6,223.17,5,1272.069
307,2024-03-04,East,Apparel,6,714.24,0,4285.4400000000005
308,2024-01-17,North,Home,6,426.3,0,2557.8
309,2024-04-16,East,Electronics,5,100.59,0,502.95000000000005
310,2024-06-13,South,Grocery,4,443.16,0,1772.64
311,2024-04-04,West,Electronics,1,827.25,0,827.25
312,2024-01-25,North,Home,5,313.53,5,1489.2674999999997
313,2024-04-26,North,Apparel,4,412.96,5,1569.2479999999998
314,2024-07-10,North,Home,3,93.59,10,252.69299999999998
315,2024-07-14,South,Apparel,3,111.66,0,334.98
316,2024-11-03,East,Home,2,898.07,0,1796.14
317,2024-05-16,North,Electronics,4,88.41,0,353.64
318,2024-12-13,East,Grocery,3,580.48,0,1741.44
319,2024-04-03,East,Grocery,8,97.64,0,781.12
320,2024-08-26,North,Electronics,3,961.23,5,2739.5054999999998
321,2024-03-28,North,Electronics,3,184.35,15,470.0925
322,2024-06-09,West,Electronics,6,153.5,0,921.0
323,2024-05-27,West,Home,6,891.58,0,5349.4800000000005
324,2024-03-13,South,Electronics,2,312.05,5,592.895
325,2024-03-28,West,Grocery,3,419.02,0,1257.06
326,2024-01-14,West,Apparel,7,820.61,0,5744.27
327,2024-11-10,South,Grocery,2,536.47,0,1072.94
328,2024-03-22,East,Electronics,1,490.21,0,490.21
329,2024-04-30,South,Apparel,1,746.59,20,597.272
330,2024-11-16,North,Grocery,7,797.18,0,5580.259999999999
331,2024-07-22,South,Grocery,7,263.76,0,1846.32
332,2024-08-08,West,Grocery,2,695.42,20,1112.672
333,2024-10-08,South,Electronics,4,965.91,0,3863.64
334,2024-10-15,East,Apparel,8,916.16,0,7329.28
335,2024-09-27,South,Electronics,3,478.55,10,1292.085
336,2024-10-11,North,Home,3,156.83,0,470.49
337,2024-10-03,East,Electronics,5,494.78,5,2350.2049999999995
338,2024-11-20,East,Electronics,3,745.52,20,1789.248
339,2024-01-23,West,Home,3,312.15,5,889.6274999999999
340,2024-08-15,North,Electronics,3,134.74,0,404.22
341,2024-03-24,West,Home,8,940.57,0,7524.56
342,2024-05-15,West,Apparel,4,191.49,0,765.96
343,2024-03-02,North,Grocery,5,128.7,0,643.5
344,2024-05-21,North,Apparel,3,555.83,0,1667.4900000000002
345,2024-01-06,West,Home,3,415.6,0,1246.8000000000002
346,2024-09-13,North,Home,6,883.07,0,5298.42
347,2024-05-16,South,Home,3,381.22,0,1143.66
348,2024-07-26,South,Home,4,304.46,0,1217.84
349,2024-05-19,South,Home,6,760.31,10,4105.674
350,2024-01-05,South,Electronics,3,113.52,0,340.56
351,2024-12-14,South,Electronics,8,884.95,0,7079.6
352,2024-10-09,South,Home,5,878.4,0,4392.0
353,2024-03-15,North,Electronics,6,895.88,10,4837.7519999999995
354,2024-11-04,East,Home,3,821.58,0,2464.7400000000002
355,2024-08-07,North,Apparel,5,703.16,10,3164.22
356,2024-11-03,West,Grocery,3,138.98,0,416.93999999999994
357,2024-08-15,East,Home,2,463.38,5,880.4219999999999
358,2024-12-27,North,Home,4,216.8,0,867.2
359,2024-10-01,North,Apparel,6,666.79,5,3800.7029999999995
360,2024-10-17,North,Home,3,314.48,5,896.268
361,2024-02-21,West,Apparel,4,961.42,5,3653.3959999999997
362,2024-06-07,North,Apparel,5,919.16,5,4366.01
363,2024-11-10,East,Apparel,7,310.45,5,2064.4925
364,2024-11-07,East,Home,6,162.25,0,973.5
365,2024-10-01,South,Apparel,4,811.35,0,3245.4
366,2024-12-09,North,Grocery,1,522.78,10,470.502
367,2024-11-22,North,Apparel,2,919.73,0,1839.46
368,2024-02-23,South,Home,4,975.08,0,3900.32
369,2024-10-31,South,Apparel,2,645.23,0,1290.46
370,2024-04-04,North,Home,5,947.33,0,4736.650000000001
371,2024-02-29,East,Grocery,5,970.15,0,4850.75
372,2024-12-02,South,Home,6,969.2,0,5815.200000000001
373,2024-06-03,South,Home,7,65.37,10,411.831
374,2024-05-04,South,Grocery,5,153.83,5,730.6925
375,2024-06-12,East,Grocery,6,61.33,0,367.98
376,2024-02-28,South,Home,2,364.84,0,729.68
377,2024-04-16,South,Electronics,4,364.46,5,1384.9479999999999
378,2024-07-20,North,Apparel,2,583.95,5,1109.505
379,2024-10-27,North,Grocery,4,963.96,15,3277.464
380,2024-09-26,North,Home,5,705.34,0,3526.7000000000003
381,2024-11-22,East,Apparel,9,461.13,10,3735.1530000000002
382,2024-02-08,North,Apparel,3,526.45,15,1342.4475
383,2024-06-16,East,Electronics,4,153.54,0,614.16
384,2024-05-16,West,Grocery,1,796.35,0,796.35
385,2024-01-14,North,Grocery,4,652.02,0,2608.08
386,2024-07-27,West,Electronics,5,400.8,0,2004.0
387,2024-01-23,East,Electronics,3,633.11,0,1899.33
388,2024-12-01,South,Apparel,2,925.43,0,1850.86
389,2024-09-21,East,Apparel,7,343.06,20,1921.1360000000002
390,2024-08-15,North,Home,9,955.93,5,8173.201499999998
391,2024-09-19,North,Apparel,6,258.94,0,1553.6399999999999
392,2024-07-28,South,Electronics,4,639.29,0,2557.16
393,2024-03-01,South,Apparel,8,606.6,0,4852.8
394,2024-02-26,East,Electronics,6,577.2,15,2943.7200000000003
395,2024-08-25,South,Electronics,2,408.8,10,735.84
396,2024-05-31,West,Electronics,3,82.02,0,246.06
397,2024-10-07,East,Electronics,4,488.17,0,1952.68
398,2024-01-05,West,Electronics,5,494.4,5,2348.4
399,2024-04-10,South,Electronics,4,184.6,5,701.4799999999999
400,2024-11-01,West,Electronics,4,688.62,0,2754.48
401,2024-12-09,East,Apparel,1,427.18,15,363.103
402,2024-01-31,West,Grocery,3,817.22,0,2451.66
403,2024-02-24,East,Apparel,4,868.95,0,3475.8
404,2024-06-02,West,Home,2,327.04,0,654.08
405,2024-10-03,North,Grocery,5,246.97,15,1049.6225
406,2024-12-19,West,Grocery,4,758.69,0,3034.76
407,2024-12-23,East,Home,3,932.19,20,2237.2560000000003
408,2024-07-04,West,Home,4,426.97,0,1707.88
409,2024-01-30,West,Electronics,2,226.83,0,453.66
410,2024-11-05,South,Apparel,6,315.11,0,1890.66
411,2024-04-29,West,Grocery,3,360.94,0,1082.82
412,2024-12-08,West,Apparel,1,225.42,5,214.14899999999997
413,2024-01-08,West,Apparel,5,467.57,10,2104.065
414,2024-04-15,North,Home,5,210.32,0,1051.6
415,2024-05-17,West,Electronics,3,739.38,0,2218.14
416,2024-07-01,North,Apparel,4,195.82,10,704.952
417,2024-12-05,East,Home,4,755.99,0,3023.96
418,2024-07-28,South,Grocery,6,391.24,0,2347.44
419,2024-05-28,East,Grocery,2,240.9,0,481.8
420,2024-09-16,East,Grocery,3,399.8,0,1199.4
421,2024-05-06,West,Grocery,4,868.15,15,2951.71
422,2024-10-25,East,Home,3,448.61,10,1211.247
423,2024-03-06,East,Apparel,8,88.59,0,708.72
424,2024-01-21,East,Apparel,7,607.37,0,4251.59
425,2024-10-19,North,Apparel,7,854.13,0,5978.91
426,2024-11-20,East,Apparel,3,787.39,0,2362.17
427,2024-04-22,West,Apparel,7,386.4,0,2704.7999999999997
428,2024-05-18,West,Grocery,2,206.49,20,330.384
429,2024-08-25,North,Home,6,954.87,20,4583.376
430,2024-12-26,West,Apparel,3,634.27,5,1807.6695
431,2024-12-13,West,Home,4,335.49,10,1207.7640000000001
432,2024-02-13,West,Home,3,417.03,20,1000.872
433,2024-03-04,West,Apparel,2,94.15,0,188.3
434,2024-09-22,South,Grocery,4,139.31,20,445.79200000000003
435,2024-04-01,East,Apparel,4,67.8,10,244.07999999999998
436,2024-04-21,North,Home,3,242.8,10,655.5600000000001
437,2024-12-05,North,Grocery,1,138.75,10,124.875
438,2024-11-28,South,Grocery,4,251.71,10,906.1560000000001
439,2024-10-01,North,Apparel,2,676.61,0,1353.22
440,2024-11-26,West,Home,4,632.75,10,2277.9
441,2024-08-14,North,Apparel,5,434.87,0,2174.35
442,2024-08-13,North,Electronics,4,941.78,10,3390.408
443,2024-05-11,North,Apparel,3,918.4,0,2755.2
444,2024-08-16,North,Grocery,4,548.3,10,1973.8799999999999
445,2024-11-10,South,Apparel,1,785.4,0,785.4
446,2024-05-08,West,Electronics,4,144.12,0,576.48
447,2024-10-22,South,Electronics,5,493.06,0,2465.3
448,2024-01-25,North,Apparel,4,679.78,0,2719.12
449,2024-07-05,West,Apparel,3,902.14,10,2435.7780000000002
450,2024-10-19,West,Electronics,5,91.74,0,458.7
451,2024-12-21,South,Home,5,193.7,0,968.5
452,2024-11-21,East,Electronics,4,881.46,20,2820.6720000000005
453,2024-05-14,North,Apparel,3,992.39,0,2977.17
454,2024-01-04,South,Electronics,2,417.34,0,834.68
455,2024-08-14,South,Grocery,3,841.59,0,2524.77
456,2024-06-17,South,Grocery,5,940.04,0,4700.2
457,2024-10-11,West,Electronics,6,820.57,0,4923.42
458,2024-11-20,West,Apparel,2,530.46,15,901.782
459,2024-01-27,North,Electronics,3,893.08,0,2679.2400000000002
460,2024-08-12,North,Home,5,477.29,20,1909.1600000000003
461,2024-09-05,South,Electronics,4,659.59,15,2242.606
462,2024-07-20,South,Electronics,3,96.54,15,246.177
463,2024-07-16,East,Electronics,6,705.06,20,3384.288
464,2024-05-15,North,Electronics,6,544.88,0,3269.2799999999997
465,2024-05-05,East,Home,7,495.9,20,2777.04
466,2024-04-04,West,Grocery,5,995.88,10,4481.46
467,2024-03-13,North,Apparel,2,914.74,0,1829.48
468,2024-09-03,South,Apparel,5,493.11,15,2095.7175
469,2024-12-06,West,Grocery,1,907.05,15,770.9925
470,2024-05-15,East,Apparel,4,655.37,0,2621.48
471,2024-07-14,North,Grocery,3,924.37,0,2773.11
472,2024-08-01,West,Apparel,6,345.99,0,2075.94
473,2024-04-18,South,Grocery,3,700.68,5,1996.9379999999999
474,2024-11-19,North,Apparel,2,489.74,5,930.506
475,2024-04-12,South,Apparel,5,189.08,0,945.4000000000001
476,2024-12-06,West,Apparel,4,801.98,0,3207.92
